customer_id,age,monthly_income,loan_amount,loan_term_months,interest_rate,credit_score,existing_debt,months_on_book,employment_years,debt_to_income,loan_to_income,instalment_estimate,instalment_to_income,default_probability_true,default_flag,risk_grade,PD,LGD,EAD,ECL
1,59,16771.80011456662,181933.6931443418,36,0.17303435307206955,662.48497377027,44040.93893429096,6,15,0.21882434917267563,0.903966240463007,5053.713698453939,0.30132208015433565,0.06154874202711237,0,B - Moderate Low Risk,0.08218300070492085,0.35,181933.6931443418,5233.149891175603
2,49,17995.937234822704,150823.268161885,72,0.16317072502829516,461.4111407693198,56941.843238341185,69,19,0.26367915942788894,0.6984135094579257,2094.767613359514,0.11640225157632096,0.06667149641485119,0,E - Very High Risk,0.0746947868657195,0.65,150823.268161885,7322.712715333118
3,35,30030.148632725693,167012.49720362603,60,0.1829628626458531,578.0473206382088,59020.880789377174,12,3,0.1637822973372902,0.4634578493272987,2783.5416200604336,0.09269156986545973,0.05092402934990078,0,D - High Risk,0.04336717012596789,0.55,167012.49720362603,3983.5726586658134
4,63,22141.031228667234,77703.23501486474,60,0.14552568872281677,677.8884001205595,49154.86518789792,15,29,0.18500668389621033,0.2924556457057957,1295.0539169144124,0.05849112914115913,0.017008080900068733,0,B - Moderate Low Risk,0.013683191338465779,0.35,77703.23501486474,372.12988131415875
5,28,38523.20406504335,201096.93540623982,24,0.17861120315486026,550.001994849857,80950.9722027155,67,23,0.17511301341488508,0.43501256858659293,8379.038975259993,0.2175062842932965,0.046738050009241756,0,D - High Risk,0.056325556886724686,0.55,201096.93540623982,6229.7932812335885
6,41,36741.10670288606,132597.06874849313,36,0.16801028064490928,664.3646517224142,27328.751390759855,63,21,0.061984957819768,0.3007464042495247,3683.2519096803644,0.10024880141650823,0.019005287791752735,0,B - Moderate Low Risk,0.017817913286277503,0.35,132597.06874849313,826.9110755413294
7,59,38389.5875697669,104377.35766026817,48,0.16170433079360486,661.6090647716427,55541.47809211347,36,8,0.1205654137144518,0.22657480032960134,2174.52828458892,0.05664370008240033,0.024847555744205455,0,B - Moderate Low Risk,0.01855659808500843,0.35,104377.35766026817,677.9110363468703
8,39,17667.896050854226,136615.22142780095,24,0.13534277068180306,666.3311241149466,43647.429786350214,7,25,0.2058697767442052,0.6443665817866097,5692.300892825039,0.3221832908933049,0.043618023820854036,0,B - Moderate Low Risk,0.06084765708626758,0.35,136615.22142780095,2909.4506511711716
9,43,28927.129697132572,98215.52193666727,24,0.13428287488903048,579.4117706661909,65380.24777216515,1,16,0.18834754910210932,0.28293947286677784,4092.313414027803,0.14146973643338895,0.0382013828770917,0,D - High Risk,0.04785199420047274,0.55,98215.52193666727,2584.894722360393
10,31,21179.807288497042,125522.90663571167,48,0.2336920099991033,681.21968459663,45200.89826927073,49,16,0.17784588269058432,0.49387806400503453,2615.06055491066,0.12346951600125863,0.03749779656162831,0,B - Moderate Low Risk,0.036047623952628,0.35,125522.90663571167,1583.6808875457386
11,31,27622.974545866324,132044.94040193708,48,0.18459223812937806,767.873644703569,86674.0105194368,22,1,0.26147923345329716,0.3983548192908655,2750.9362583736893,0.09958870482271638,0.03495747028562465,0,A - Low Risk,0.03439533933543459,0.25,132044.94040193708,1135.4326331629657
12,44,18555.09005804832,92550.63994382462,48,0.2524909970603102,580.7395871991541,46781.56231763281,52,20,0.21010210752269734,0.4156570140335541,1928.1383321630128,0.10391425350838852,0.05178973896275724,0,D - High Risk,0.044828753650366045,0.55,92550.63994382462,2281.911411023993
13,56,34809.25094041164,126231.35130626167,72,0.2544724109899502,566.408907494986,59661.13421220285,43,10,0.14282873230628165,0.30219780636846444,1753.2132125869675,0.05036630106141073,0.04688395653458655,0,D - High Risk,0.021872873492098707,0.55,126231.35130626167,1518.5733078221917
14,60,18704.547598368914,91962.0336265408,48,0.22918594333459372,606.3747325993605,41002.21606559618,39,5,0.18267489875551118,0.4097133470835729,1915.8757005529333,0.10242833677089323,0.05959733371739124,0,C - Moderate Risk,0.051211099365650596,0.45,91962.0336265408,2119.264578862237
15,44,9422.08780263122,91704.46571749653,48,0.128726313553696,642.0141397034764,51855.63918807296,43,26,0.45863542732704904,0.8110770107297509,1910.5097024478443,0.20276925268243773,0.052748336650406284,0,C - Moderate Risk,0.07475619888695591,0.45,91704.46571749653,3084.96477509964
16,23,41270.246525945295,79562.12551918754,12,0.23644081469089928,537.5887442560297,32766.564020095335,54,18,0.06616260457659255,0.16065271435756456,6630.177126598962,0.1606527143575646,0.04595146150450512,0,E - Very High Risk,0.03823502847335997,0.65,79562.12551918754,1977.3390875076639
17,42,28539.97343654344,105051.76956985517,12,0.1749413421296427,583.6481684728303,53585.67648158798,21,16,0.15646381206559237,0.3067386923216956,8754.314130821263,0.3067386923216956,0.06556238462806521,0,D - High Risk,0.06465139096106656,0.55,105051.76956985517,3735.45866408692
18,22,16446.985884654976,97972.29325998794,48,0.16889380929446685,736.459624146643,5736.9222240516465,15,22,0.02906774866575092,0.49640449799880965,2041.0894429164155,0.12410112449970241,0.017234947654108757,0,A - Low Risk,0.021193895906112793,0.25,97972.29325998794,519.1036462588352
19,44,23701.831079446903,138955.11624555965,72,0.16318103253947935,710.8772200172813,34236.50059893917,38,15,0.12037220698329446,0.4885526768648931,1929.9321700772173,0.08142544614414886,0.021444590415665536,0,B - Moderate Low Risk,0.017390029053320218,0.35,138955.11624555965,845.7517280162195
20,64,20385.143242264927,163852.19648365153,72,0.1659770847100798,540.7371923416059,31190.30388529903,23,16,0.12750422989683136,0.6698186784707562,2275.7249511618265,0.1116364464117927,0.042683379846025854,0,D - High Risk,0.03924348610817189,0.55,163852.19648365153,3536.5722680747963
21,50,25045.93157443552,146483.47800700035,36,0.19597625727437273,769.2725582736817,83078.4864107157,51,22,0.27642043101161873,0.48738280963136754,4068.9855001944543,0.16246093654378915,0.02733252409168227,0,A - Low Risk,0.030148499860866932,0.25,146483.47800700035,1104.0642790783386
22,58,31422.246687318566,158899.92096953542,72,0.27199123291945687,585.6059986788988,30483.975602566352,23,24,0.0808449925777934,0.421410353389489,2206.943346799103,0.07023505889824817,0.032521131970463316,0,D - High Risk,0.014593555239337327,0.55,158899.92096953542,1275.403125807388
23,22,30166.232743229048,155526.7252366187,36,0.11442656808218145,646.8367571084198,35320.03726819349,51,14,0.0975705671990736,0.42963801767040166,4320.186812128297,0.14321267255680056,0.025345039657447083,0,C - Moderate Risk,0.036030929317074564,0.45,155526.7252366187,2521.697599762508
24,41,27029.83216406811,82932.16566357095,48,0.25773626292964713,623.3337483153458,29763.383751527203,71,12,0.09176090936262181,0.2556809736497247,1727.7534513243947,0.06392024341243117,0.03772782361655357,0,C - Moderate Risk,0.027078221204458013,0.45,82932.16566357095,1010.5449870613193
25,53,25042.024906476072,106637.36307820166,72,0.24036376552150182,693.490648869441,53223.075413519706,46,16,0.17711252588495677,0.3548613563148946,1481.0744871972452,0.05914355938581577,0.029596752370464996,0,B - Moderate Low Risk,0.016460935288766566,0.35,106637.36307820166,614.3727565482438
26,32,33629.366060224085,191176.33996874135,12,0.1728916736347254,528.5281375955334,38355.828604593786,61,7,0.09504547438268056,0.47373363017107145,15931.361664061778,0.47373363017107145,0.13050740965008245,0,E - Very High Risk,0.11464582937578854,0.65,191176.33996874135,14246.420534283643
27,42,9596.33425330485,98214.45023717057,36,0.16009364507747229,577.8309604120498,35895.713047288424,16,25,0.31171375878004676,0.8528816633232181,2728.179173254738,0.28429388777440606,0.07243422171790724,0,D - High Risk,0.10539039791186743,0.55,98214.45023717057,5692.972995154891
28,64,19008.538453916495,194155.2646535511,12,0.1261168374492274,546.6623279144942,87771.78556046484,60,8,0.3847910496172333,0.8511756665048753,16179.605387795926,0.8511756665048753,0.40665119293293567,1,D - High Risk,0.33802146008563055,0.55,194155.2646535511,36095.75532282795
29,45,17170.69733395066,103311.70684890251,24,0.14367552139036477,535.489845302034,48061.94727419049,32,7,0.2332556561305186,0.5013954143290678,4304.654452037605,0.2506977071645339,0.09015347711908979,0,E - Very High Risk,0.12593754699918186,0.65,103311.70684890251,8457.034908952084
30,69,33050.06218402313,38097.82283916819,12,0.15571250548177373,560.5641176568371,58560.95324452521,41,16,0.14765719380107148,0.09606089550613417,3174.8185699306828,0.09606089550613417,0.03464255826804739,0,D - High Risk,0.04025203847685593,0.55,38097.82283916819,843.4332669436512
31,47,19087.25907457223,110108.78004203206,48,0.17587313121737846,553.1280124136856,53138.54302697466,60,19,0.23199831372403565,0.4807254742192458,2293.9329175423345,0.12018136855481144,0.04880208637562067,0,D - High Risk,0.056979843506981515,0.55,110108.78004203206,3450.6895805468
32,62,14712.356861676413,153862.77118420313,72,0.17881761284138942,671.3074518963373,28208.470683563468,21,13,0.15977765577588784,0.8715053420219029,2136.982933113932,0.14525089033698382,0.037577038395696614,0,B - Moderate Low Risk,0.03975825169929872,0.35,153862.77118420313,2141.060174362604
33,48,29394.620368935462,186538.06895074947,72,0.21044552313351061,589.0099992679615,33431.69741535821,68,25,0.0947783897068945,0.5288327892697355,2590.8065132048537,0.08813879821162258,0.027919448901448655,0,D - High Risk,0.019734835543896788,0.55,186538.06895074947,2024.7139623805165
34,36,17730.019352722196,60883.65420719892,60,0.20605440196035618,599.6942562791309,22580.932258551373,7,19,0.10613323750209927,0.28616087493558906,1014.7275701199819,0.05723217498711781,0.0313149688524568,0,D - High Risk,0.023838347017311814,0.55,60883.65420719892,798.2511221702734
35,35,22194.18813993314,153130.6791443405,48,0.18954700725100546,473.18822465630745,20431.592955011936,70,11,0.0767152524578051,0.5749653850025209,3190.2224821737605,0.14374134625063023,0.06440531019295122,0,E - Very High Risk,0.07953125693457627,0.65,153130.6791443405,7916.139001936559
36,67,44049.15120705358,155725.91300347899,24,0.17825501870021332,699.059659462386,45689.64930647863,20,0,0.08643687043236818,0.2946063445344788,6488.579708478291,0.1473031722672394,0.03299927770989673,0,B - Moderate Low Risk,0.02517021533180147,0.35,155725.91300347899,1371.8791670636322
37,64,31297.108432027788,172056.09561230766,72,0.2257252842805114,482.9992327158923,47013.74108555936,44,12,0.12518126924213446,0.4581256443812411,2389.667994615384,0.07635427406354019,0.057516498331636884,0,E - Very High Risk,0.03428152774853219,0.65,172056.09561230766,3833.9247804243314
38,23,23311.675140682604,13152.068636657059,12,0.21358152363042365,627.6379016751342,42436.90243747341,44,6,0.15170117613232,0.0470153137047074,1096.0057197214217,0.0470153137047074,0.04024923373917044,0,C - Moderate Risk,0.05169406039763929,0.45,13152.068636657059,305.94772370576135
39,57,24030.974992446532,186273.18482722522,36,0.19779865287870307,726.2934365491432,52520.72263915755,12,22,0.18212856065857355,0.6459482150494483,5174.25513408959,0.21531607168314948,0.03173148856877946,0,A - Low Risk,0.03340409670194775,0.25,186273.18482722522,1555.5718697371044
40,27,32259.900689771774,137636.08009233052,48,0.16376992492925396,742.985821286759,41667.98160091659,59,15,0.10763615900334465,0.3555396357641015,2867.4183352568857,0.08888490894102537,0.017987357548638505,0,A - Low Risk,0.017596946142970544,0.25,137636.08009233052,605.4936721785801
41,41,30302.963440837044,138345.88523670463,72,0.22422590347035407,509.32618141105905,69783.02425876888,34,25,0.19190374013807812,0.3804520238502103,1921.4706282875643,0.06340867064170172,0.041901782189561754,0,E - Very High Risk,0.026155943877389367,0.65,138345.88523670463,2352.0686864473482
42,29,25604.795915607498,161559.94553226288,36,0.2133948200545739,605.6687868420862,34997.05761056239,44,24,0.11390137524076692,0.5258127750258152,4487.77626478508,0.17527092500860508,0.037436207146610674,0,C - Moderate Risk,0.041362507849624607,0.45,161559.94553226288,3007.1360318684165
43,59,25828.479537915395,39806.21251834156,12,0.17016171794530402,681.604791608636,64606.03579274072,40,23,0.20844573170319314,0.1284312679598093,3317.1843765284634,0.1284312679598093,0.026309011417446994,0,B - Moderate Low Risk,0.031055386310662673,0.35,39806.21251834156,432.6690575625018
44,38,13161.212156496225,160599.9511153609,72,0.10330035460838351,587.5986556146405,60107.35077087484,2,2,0.38058393391223805,1.0168766448314983,2230.554876602235,0.1694794408052497,0.07893947382216548,0,D - High Risk,0.11619255358895475,0.55,160599.9511153609,10263.285134495298
